log_id,user_id,book_id,start_date,completion_date,is_completed,reminder_opt_in,action_performed,action_verification_date
510,258.0,26,2025-08-18,2025-08-31,True,True,True,2025-09-08
511,161.0,6,2025-12-21,2025-12-30,True,False,False,
512,182.0,8,2025-09-17,2025-10-01,True,False,False,
513,139.0,13,2025-10-08,,False,True,False,
514,141.0,40,2025-11-10,,False,True,False,
515,30.0,2,2025-11-19,,False,False,False,
516,497.0,31,2025-11-07,,False,False,False,
517,108.0,17,2025-11-27,2025-11-22,True,True,True,2025-12-24
518,334.0,33,2025-06-15,,False,True,False,
519,101.0,22,2025-07-02,2025-07-20,True,False,True,2025-07-30
520,327.0,6,2025-08-21,2025-09-12,True,False,False,
521,204.0,11,2025-11-06,2025-11-13,True,False,False,
522,118.0,36,2025-09-15,2025-10-12,True,True,False,
523,50.0,39,2024-11-22,2024-12-03,True,False,False,
524,329.0,5,2025-12-29,,False,False,False,
525,214.0,2,2025-05-04,2025-05-23,True,False,False,
526,341.0,9,2025-04-17,2025-05-08,True,False,False,
527,444.0,12,2025-12-22,2026-01-06,True,True,True,2026-01-15
528,59.0,8,2025-03-11,2025-04-06,True,True,False,
529,153.0,29,2025-03-18,2025-04-03,True,True,False,
530,186.0,37,2025-06-23,2025-06-28,True,False,False,
531,94.0,18,2025-11-13,2025-11-28,True,True,True,2025-12-08
532,403.0,25,2025-12-22,2025-12-30,True,False,False,
533,323.0,34,2025-07-15,2025-08-04,True,True,False,
534,339.0,17,2025-10-30,2025-11-20,True,False,False,
535,490.0,29,2025-10-31,2025-11-29,True,False,False,
536,185.0,12,2025-12-11,2026-01-07,True,False,True,2026-01-11
537,146.0,12,2025-11-05,,False,True,False,
538,323.0,4,2025-10-25,2025-11-22,True,True,False,
539,222.0,13,2025-04-12,,False,False,False,
540,233.0,19,2025-04-10,2025-04-15,True,True,True,2025-04-17
541,377.0,2,2024-09-15,2024-09-21,True,False,False,
542,113.0,21,2025-01-25,2025-01-28,True,True,False,
543,75.0,26,2025-07-13,2025-07-30,True,True,True,2025-08-02
544,475.0,34,2024-11-18,,False,True,False,
545,164.0,34,2025-05-01,,False,True,False,
546,74.0,21,2025-10-03,2025-10-22,True,True,True,2025-10-25
547,485.0,33,2025-07-03,,False,False,False,
548,291.0,32,2024-11-03,2024-11-13,True,False,True,2024-11-27
549,301.0,14,2025-10-21,,False,True,False,
550,293.0,26,2025-09-09,,False,True,False,
551,246.0,20,2025-02-28,2025-03-27,True,True,False,
552,10.0,35,2024-06-17,,False,False,False,
553,322.0,18,2025-12-30,2026-01-16,True,True,False,
554,110.0,30,2025-09-26,2025-10-09,True,True,False,
555,440.0,39,2025-04-30,,False,True,False,
556,267.0,14,2025-04-17,2025-05-07,True,True,True,2025-05-17
557,19.0,26,2024-11-16,,False,True,False,
558,192.0,24,2024-05-18,,False,False,False,
559,377.0,31,2025-05-08,,False,False,False,
560,228.0,21,2025-02-18,2025-03-11,True,True,True,2025-03-12
561,245.0,31,2025-12-18,,False,True,False,
562,205.0,4,2025-08-06,,False,True,False,
563,258.0,29,2025-12-28,,False,False,False,
564,283.0,12,2025-11-22,,False,True,False,
565,329.0,4,2025-10-28,,False,True,False,
566,12.0,30,2024-05-18,2024-06-07,True,True,True,2024-06-16
567,331.0,10,2025-11-06,2025-12-01,True,True,False,
568,266.0,23,2025-09-25,,False,True,False,
569,291.0,12,2025-02-02,,False,False,False,
570,238.0,22,2025-12-18,2025-12-28,True,False,True,2026-01-07
571,87.0,1,2025-10-15,2025-10-25,True,True,True,2025-10-26
572,155.0,23,2024-08-05,2024-08-11,True,False,False,
573,68.0,23,2025-12-11,,False,True,False,
574,299.0,25,2025-06-20,2025-06-24,True,True,True,2025-06-25
575,104.0,10,2025-12-28,2026-01-04,True,True,False,
576,369.0,39,2025-12-07,,False,True,False,
577,427.0,25,2025-06-11,2025-06-23,True,False,False,
578,367.0,26,2025-09-22,2025-10-18,True,True,False,
579,350.0,4,2025-12-25,,False,False,False,
580,162.0,39,2025-08-27,,False,False,False,
581,410.0,39,2025-05-21,2025-05-27,True,False,True,2025-06-03
582,84.0,25,2025-04-22,2025-05-09,True,False,False,
583,326.0,27,2024-12-25,2025-01-13,True,False,True,2025-01-21
584,324.0,19,2025-04-17,,False,False,False,
585,129.0,23,2025-06-10,2025-07-06,True,True,True,2025-07-11
586,378.0,36,2025-11-19,2025-12-09,True,True,True,2025-12-11
587,482.0,1,2025-12-16,,False,False,False,
588,428.0,15,2025-09-12,,False,True,False,
589,70.0,28,2025-08-22,2025-08-28,True,False,True,2025-09-05
590,330.0,15,2025-06-05,,False,True,False,
591,9.0,6,2024-09-27,,False,False,False,
592,185.0,1,2025-10-09,,False,False,False,
593,180.0,32,2025-09-30,2025-10-04,True,False,False,
594,148.0,5,2024-07-02,2024-07-26,True,False,False,
595,148.0,13,2024-05-26,,False,True,False,
596,448.0,36,2025-06-25,,False,True,False,
597,208.0,30,2025-06-30,2025-07-26,True,True,True,2025-07-27
598,389.0,8,2024-05-22,2024-05-30,True,False,False,
599,382.0,4,2025-07-01,,False,True,False,
600,460.0,29,2024-09-11,,False,False,False,
601,26.0,25,2025-10-05,,False,True,False,
602,46.0,35,2025-08-22,2025-09-15,True,True,False,
603,35.0,24,2024-12-10,2024-12-30,True,True,False,
604,47.0,13,2025-12-15,,False,True,False,
605,461.0,30,2025-03-02,2025-03-26,True,False,True,2025-04-04
606,66.0,32,2025-05-16,,False,True,False,
607,209.0,40,2024-04-07,2024-04-28,True,False,False,
608,126.0,30,2025-12-16,,False,True,False,
609,10.0,26,2025-05-14,2025-06-02,True,False,False,
610,449.0,6,2024-07-28,,False,False,False,
611,119.0,13,2025-09-20,,False,False,False,
612,80.0,7,2025-09-15,,False,True,False,
613,470.0,18,2025-03-04,2025-03-11,True,False,True,2025-03-22
614,173.0,17,2024-06-30,2024-07-05,True,True,True,2024-07-06
615,337.0,2,2025-07-16,2025-08-10,True,False,True,2025-08-19
616,25.0,5,2025-01-23,2025-02-17,True,True,True,2025-02-18
617,441.0,16,2025-10-04,2025-10-25,True,False,False,
618,263.0,31,2025-11-05,,False,False,False,
619,330.0,19,2025-04-08,2025-04-13,True,False,False,
620,171.0,20,2025-11-20,,False,False,False,
621,391.0,8,2025-12-24,2026-01-16,True,False,False,
622,173.0,24,2025-10-04,,False,False,False,
623,246.0,40,2024-09-13,,False,True,False,
624,487.0,31,2025-01-15,,False,True,False,
625,255.0,12,2025-12-25,,False,True,False,
626,305.0,16,2025-06-29,2025-07-05,True,False,False,
627,96.0,3,2024-10-30,,False,False,False,
628,271.0,17,2025-12-28,,False,False,False,
629,78.0,40,2025-05-31,2025-06-21,True,True,True,2025-06-23
630,269.0,27,2024-05-19,2024-06-08,True,True,False,
631,2.0,36,2024-06-28,2024-07-24,True,False,True,2024-08-05
632,388.0,22,2025-12-02,2025-12-15,True,True,False,
633,269.0,15,2025-09-24,2025-10-23,True,True,False,
634,34.0,3,2025-06-14,2025-06-25,True,True,True,2025-06-26
635,414.0,21,2025-06-08,2025-06-15,True,True,True,2025-06-26
636,106.0,11,2024-08-02,2024-08-15,True,False,False,
637,106.0,25,2024-08-07,2024-08-10,True,True,True,2024-08-11
638,397.0,31,2025-08-26,2025-09-05,True,True,False,
639,187.0,23,2025-12-27,2026-01-17,True,False,False,
640,208.0,24,2024-06-15,2024-06-26,True,True,True,2024-06-27
641,457.0,6,2025-09-19,,False,True,False,
642,416.0,27,2024-04-12,2024-05-07,True,True,True,2024-05-08
643,73.0,33,2025-03-27,,False,True,False,
644,152.0,34,2024-03-23,2024-03-26,True,False,False,
645,79.0,23,2025-07-07,,False,True,False,
646,233.0,21,2025-08-25,2025-09-05,True,True,False,
647,148.0,2,2025-06-02,2025-06-24,True,True,True,2025-07-02
648,204.0,36,2025-09-10,2025-10-08,True,True,False,
649,410.0,38,2025-07-30,2025-08-10,True,True,False,
650,485.0,30,2025-11-19,2025-11-28,True,True,True,2025-12-04
651,392.0,17,2025-10-28,2025-11-02,True,False,False,
652,330.0,19,2025-04-12,2025-05-09,True,False,False,
653,185.0,22,2025-05-26,2025-06-17,True,True,True,2025-06-26
654,135.0,39,2024-11-06,,False,True,False,
655,18.0,39,2025-08-04,,False,True,False,
656,221.0,32,2025-07-05,2025-07-31,True,False,True,2025-08-09
657,383.0,26,2025-07-29,2025-08-23,True,False,False,
658,375.0,22,2025-02-04,2025-02-14,True,False,False,
659,404.0,9,2025-11-10,,False,False,False,
660,125.0,39,2025-02-21,2025-02-24,True,True,True,2025-03-04
661,303.0,26,2024-02-26,2024-03-15,True,True,False,
662,476.0,19,2025-08-30,2025-09-25,True,True,True,2025-10-01
663,267.0,17,2025-08-15,,False,True,False,
664,282.0,15,2025-12-22,,False,False,False,
665,12.0,15,2025-01-03,,False,True,False,
666,261.0,15,2025-12-18,2025-12-30,True,True,False,
667,214.0,26,2025-09-04,,False,True,False,
668,484.0,19,2024-06-05,2024-06-18,True,True,False,
669,461.0,7,2025-10-09,2025-10-18,True,False,False,
670,366.0,12,2024-07-28,2024-08-07,True,True,True,2024-08-08
671,37.0,12,2025-12-28,,False,True,False,
672,363.0,18,2025-07-21,2025-08-16,True,True,False,
673,331.0,32,2025-11-03,2025-11-24,True,True,True,2025-12-03
674,199.0,24,2025-12-16,,False,True,False,
675,312.0,4,2025-10-05,2025-10-26,True,True,False,
676,352.0,23,2025-10-11,,False,True,False,
677,64.0,1,2024-05-05,2024-05-28,True,False,True,2024-06-04
678,217.0,33,2025-05-30,,False,True,False,
679,482.0,12,2025-11-14,,False,True,False,
680,44.0,3,2025-09-28,2025-10-27,True,True,False,
681,460.0,32,2025-01-02,2025-01-10,True,True,False,
682,386.0,36,2024-03-28,2024-04-26,True,False,False,
683,491.0,27,2025-12-31,,False,False,False,
684,202.0,15,2025-05-29,,False,True,False,
685,475.0,6,2025-04-07,2025-04-29,True,False,True,2025-05-01
686,164.0,3,2024-05-14,,False,False,False,
687,49.0,10,2025-09-07,2025-09-20,True,False,False,
688,276.0,2,2025-12-28,,False,False,False,
689,274.0,22,2025-06-13,,False,True,False,
690,59.0,6,2025-10-20,2025-11-09,True,False,True,2025-11-13
691,373.0,5,2025-07-04,2025-07-30,True,True,False,
692,437.0,8,2025-12-15,2025-12-30,True,False,False,
693,456.0,28,2025-11-05,,False,True,False,
694,460.0,31,2025-11-18,2025-11-24,True,False,False,
695,367.0,25,2025-07-25,,False,True,False,
696,330.0,9,2025-12-13,,False,False,False,
697,135.0,28,2025-06-20,,False,False,False,
698,237.0,16,2025-05-20,2025-05-28,True,True,False,
699,27.0,13,2025-12-29,,False,True,False,
700,352.0,1,2025-08-11,2025-08-23,True,True,True,2025-08-31
701,327.0,34,2025-04-29,,False,True,False,
702,191.0,31,2025-07-18,2025-07-26,True,False,False,
703,101.0,23,2025-08-08,2025-08-29,True,False,True,2025-09-06
704,265.0,9,2025-06-08,,False,True,False,
705,344.0,3,2025-12-31,,False,False,False,
706,181.0,26,2025-07-01,2025-07-22,True,True,True,2025-07-31
707,49.0,8,2024-08-04,2024-08-07,True,False,True,2024-08-09
708,171.0,27,2025-07-08,2025-07-14,True,False,False,
709,76.0,36,2025-07-29,,False,False,False,
710,304.0,10,2025-10-21,2025-11-19,True,False,False,
711,464.0,32,2025-04-10,2025-05-04,True,True,False,
712,172.0,17,2025-07-26,2025-08-08,True,False,False,
713,190.0,25,2025-08-20,,False,True,False,
714,282.0,37,2025-12-21,2025-12-29,True,False,False,
715,242.0,7,2025-06-25,2025-07-01,True,False,False,
716,473.0,40,2025-04-25,2025-05-16,True,False,False,
717,368.0,6,2024-08-26,,False,False,False,
718,410.0,21,2025-08-13,2025-09-06,True,True,False,
719,193.0,11,2025-07-27,2025-08-11,True,False,False,
720,205.0,37,2025-10-28,,False,False,False,
721,142.0,26,2025-08-06,2025-09-03,True,True,False,
722,474.0,16,2025-11-30,,False,True,False,
723,313.0,16,2025-12-13,2025-12-17,True,False,False,
724,129.0,2,2025-05-03,,False,False,False,
725,428.0,16,2025-03-21,,False,False,False,
726,403.0,36,2025-09-22,,False,True,False,
727,36.0,35,2025-06-12,2025-06-19,True,True,True,2025-06-24
728,425.0,11,2025-01-13,,False,True,False,
729,109.0,11,2025-11-08,,False,False,False,
730,208.0,38,2025-10-13,2025-11-08,True,False,False,
731,444.0,16,2025-12-17,2026-01-04,True,True,False,
732,446.0,9,2024-08-07,2024-08-20,True,False,False,
733,286.0,25,2025-11-21,,False,False,False,
734,256.0,35,2025-11-22,,False,False,False,
735,245.0,7,2025-07-14,2025-08-12,True,False,False,
736,297.0,35,2025-01-30,,False,True,False,
737,100.0,3,2025-10-06,,False,False,False,
738,429.0,34,2025-05-27,2025-06-12,True,True,False,
739,68.0,8,2025-10-30,2025-11-14,True,False,False,
740,444.0,3,2025-11-18,2025-11-27,True,False,True,2025-12-11
741,203.0,8,2025-07-07,,False,False,False,
742,239.0,37,2025-03-06,,False,True,False,
743,475.0,36,2024-06-18,2024-07-06,True,False,False,
744,64.0,6,2025-12-08,,False,False,False,
745,273.0,12,2025-12-05,,False,True,False,
746,211.0,17,2025-07-06,2025-07-17,True,False,False,
747,64.0,37,2025-08-08,2025-08-20,True,True,True,2025-08-28
748,30.0,7,2025-12-01,,False,False,False,
749,369.0,27,2025-12-27,,False,False,False,
750,270.0,35,2025-12-22,2026-01-07,True,False,False,
751,446.0,25,2025-06-15,2025-06-21,True,False,True,2025-07-05
752,106.0,40,2024-04-19,2024-05-12,True,True,False,
753,150.0,7,2025-12-10,2025-12-15,True,True,True,2025-12-22
754,193.0,36,2025-06-29,,False,False,False,
755,182.0,35,2025-02-25,,False,False,False,
756,136.0,29,2025-06-27,2025-07-11,True,False,False,
757,279.0,15,2025-06-22,,False,True,False,
758,252.0,37,2024-05-20,,False,True,False,
759,238.0,17,2025-11-04,2025-11-08,True,False,False,
760,409.0,26,2025-12-12,2026-01-06,True,True,False,
761,363.0,37,2025-10-14,,False,True,False,
762,418.0,31,2025-06-15,2025-07-04,True,False,False,
763,242.0,4,2025-10-15,,False,False,False,
764,449.0,36,2025-09-28,,False,True,False,
765,417.0,13,2025-06-11,,False,False,False,
766,47.0,15,2025-05-05,2025-05-30,True,False,True,2025-06-11
767,440.0,37,2025-08-06,,False,True,False,
768,257.0,26,2025-12-19,,False,True,False,
769,394.0,6,2025-12-09,2026-01-01,True,True,True,2026-01-05
770,43.0,39,2025-07-10,2025-08-07,True,False,False,
771,445.0,24,2025-12-20,,False,False,False,
772,490.0,1,2025-09-02,2025-09-12,True,True,False,
773,332.0,26,2025-03-01,,False,True,False,
774,343.0,25,2025-10-06,2025-10-13,True,False,False,
775,250.0,1,2024-10-06,2024-10-13,True,False,True,2024-10-16
776,372.0,19,2025-05-17,2025-06-14,True,False,False,
777,456.0,15,2025-11-02,,False,False,False,
778,59.0,17,2024-12-29,,False,True,False,
779,38.0,26,2025-08-15,2025-08-26,True,True,True,2025-09-05
780,183.0,26,2025-12-09,2026-01-07,True,True,False,
781,172.0,23,2024-10-29,,False,True,False,
782,243.0,17,2025-11-24,2025-12-23,True,False,True,2025-12-31
783,423.0,36,2025-11-27,2025-12-01,True,False,False,
784,305.0,38,2025-08-19,2025-09-05,True,False,False,
785,250.0,29,2025-03-01,,False,True,False,
786,7.0,11,2025-12-12,,False,True,False,
787,128.0,16,2025-03-30,2025-04-18,True,True,False,
788,299.0,7,2025-08-04,2025-08-08,True,False,False,
789,48.0,40,2025-05-26,,False,True,False,
790,174.0,23,2025-12-11,,False,True,False,
791,108.0,2,2025-11-13,,False,True,False,
792,4.0,15,2025-11-29,2025-12-06,True,False,True,2025-12-10
793,48.0,15,2024-10-29,,False,False,False,
794,145.0,3,2025-11-28,2025-12-11,True,True,False,
795,240.0,1,2025-02-21,2025-03-22,True,True,True,2025-03-23
796,464.0,32,2025-11-15,,False,False,False,
797,36.0,34,2025-12-29,,False,True,False,
798,318.0,33,2024-08-01,2024-08-17,True,True,False,
799,13.0,7,2025-01-15,2025-01-26,True,True,False,
800,56.0,17,2025-04-24,2025-05-07,True,True,False,
801,84.0,16,2025-09-07,,False,True,False,
802,347.0,38,2025-10-11,2025-11-05,True,True,False,
803,314.0,29,2025-06-30,,False,True,False,
804,65.0,30,2025-11-18,,False,False,False,
805,427.0,39,2025-11-06,2025-11-15,True,False,True,2025-11-17
806,231.0,32,2025-12-18,,False,True,False,
807,271.0,9,2025-11-20,2025-11-28,True,True,True,2025-12-02
808,313.0,31,2025-09-05,,False,True,False,
809,311.0,4,2025-08-29,2025-09-06,True,False,False,
810,186.0,2,2025-07-08,2025-07-23,True,True,False,
811,196.0,26,2025-07-20,2025-07-23,True,True,True,2025-07-31
812,126.0,37,2025-12-06,,False,False,False,
813,40.0,23,2025-12-24,2026-01-06,True,False,False,
814,45.0,34,2025-11-19,2025-11-28,True,False,False,
815,442.0,29,2025-12-14,,False,False,False,
816,408.0,27,2025-11-29,,False,False,False,
817,292.0,23,2025-08-25,2025-09-04,True,True,True,2025-09-13
818,350.0,13,2025-12-29,,False,True,False,
819,268.0,16,2025-11-13,2025-11-16,True,True,True,2025-11-22
820,43.0,28,2025-07-18,,False,True,False,
821,448.0,33,2025-03-25,2025-03-28,True,False,True,2025-03-31
822,328.0,38,2025-12-02,2025-12-25,True,False,False,
823,51.0,7,2025-06-27,2025-07-20,True,False,False,
824,283.0,5,2025-12-12,2025-12-17,True,False,True,2025-12-28
825,293.0,6,2025-07-04,2025-07-22,True,True,True,2025-07-24
826,142.0,20,2025-04-02,2025-04-07,True,False,False,
827,350.0,34,2025-07-02,2025-07-21,True,False,True,2025-07-25
828,315.0,2,2025-10-21,2025-11-02,True,False,True,2025-11-15
829,500.0,2,2025-10-19,,False,True,False,
830,400.0,10,2025-08-30,2025-09-08,True,True,False,
831,386.0,30,2025-08-04,,False,False,False,
832,33.0,34,2024-11-20,,False,True,False,
833,432.0,5,2025-08-09,,False,True,False,
834,59.0,3,2024-05-31,,False,False,False,
835,341.0,12,2025-04-18,2025-05-15,True,True,True,2025-05-16
836,265.0,33,2025-05-06,2025-05-20,True,True,False,
837,5.0,35,2025-11-20,2025-11-23,True,True,True,2025-11-30
838,371.0,26,2025-12-24,2026-01-22,True,True,False,
839,149.0,10,2025-11-17,,False,True,False,
840,240.0,7,2025-02-23,,False,False,False,
841,254.0,4,2025-08-24,,False,True,False,
842,74.0,31,2025-08-07,2025-08-19,True,True,True,2025-08-20
843,120.0,8,2025-01-24,2025-02-03,True,False,True,2025-02-06
844,68.0,18,2025-07-30,,False,False,False,
845,94.0,30,2025-06-15,,False,False,False,
846,359.0,34,2025-11-09,,False,False,False,
847,449.0,4,2024-10-18,2024-10-26,True,True,False,
848,478.0,18,2025-12-23,2026-01-05,True,False,False,
849,448.0,36,2025-01-26,2025-02-23,True,True,False,
850,342.0,31,2025-12-08,,False,True,False,
851,94.0,29,2025-11-01,,False,True,False,
852,130.0,11,2025-12-21,,False,True,False,
853,489.0,38,2025-11-04,,False,True,False,
854,472.0,14,2024-07-17,2024-08-08,True,False,True,2024-08-16
855,194.0,27,2025-06-20,2025-07-13,True,True,True,2025-07-24
856,156.0,11,2025-08-17,,False,True,False,
857,476.0,4,2025-11-20,,False,False,False,
858,12.0,23,2025-06-26,,False,True,False,
859,268.0,5,2025-08-12,2025-09-10,True,False,False,
860,421.0,28,2025-01-03,2025-01-24,True,False,True,2025-02-05
861,487.0,19,2024-12-06,2024-12-30,True,False,False,
862,236.0,16,2025-11-08,2025-12-06,True,False,True,2025-12-17
863,28.0,12,2025-04-14,,False,True,False,
864,421.0,39,2025-03-07,,False,True,False,
865,493.0,4,2025-01-05,,False,True,False,
866,296.0,39,2025-12-28,,False,True,False,
867,497.0,18,2025-10-03,,False,False,False,
868,29.0,31,2025-09-05,,False,True,False,
869,56.0,35,2024-11-27,,False,False,False,
870,380.0,18,2025-10-18,,False,True,False,
871,494.0,38,2024-07-09,2024-08-06,True,False,False,
872,420.0,6,2025-05-12,2025-06-07,True,False,False,
873,482.0,32,2025-12-21,,False,False,False,
874,116.0,35,2024-11-18,,False,True,False,
875,457.0,5,2025-08-19,2025-08-30,True,False,False,
876,165.0,14,2025-12-02,2025-12-14,True,False,False,
877,187.0,36,2025-09-07,,False,True,False,
878,377.0,38,2024-07-19,,False,False,False,
879,151.0,15,2025-12-29,2026-01-05,True,True,True,2026-01-08
880,478.0,4,2025-11-20,2025-12-02,True,False,False,
881,3.0,18,2025-11-11,,False,False,False,
882,120.0,28,2024-04-03,,False,True,False,
883,215.0,12,2025-09-02,2025-09-28,True,False,False,
884,87.0,30,2025-10-18,2025-10-22,True,False,False,
885,265.0,12,2025-09-06,2025-09-15,True,True,False,
886,321.0,4,2025-07-12,2025-07-18,True,True,False,
887,373.0,14,2024-10-10,2024-11-08,True,False,True,2024-11-18
888,396.0,9,2025-09-16,2025-09-22,True,True,False,
889,349.0,7,2025-02-19,2025-03-16,True,True,False,
890,318.0,39,2024-07-19,2024-08-01,True,False,False,
891,324.0,32,2025-10-05,2025-10-30,True,True,False,
892,146.0,9,2025-09-23,2025-10-20,True,True,False,
893,371.0,10,2025-08-31,2025-09-24,True,True,True,2025-10-03
894,435.0,40,2025-12-04,,False,True,False,
895,231.0,34,2025-12-26,2026-01-15,True,True,False,
896,382.0,14,2025-11-26,2025-12-15,True,False,False,
897,382.0,32,2025-01-28,,False,False,False,
898,119.0,27,2025-11-26,2025-12-25,True,False,True,2026-01-03
899,125.0,40,2025-02-14,2025-03-03,True,True,True,2025-03-09
900,239.0,11,2025-02-24,,False,False,False,
901,491.0,16,2025-12-20,2025-12-25,True,True,False,
902,28.0,30,2025-05-08,,False,False,False,
903,352.0,30,2025-11-07,2025-11-25,True,False,True,2025-12-03
904,56.0,31,2025-04-29,,False,True,False,
905,272.0,27,2025-11-05,2025-12-01,True,True,False,
906,405.0,34,2025-12-10,,False,False,False,
907,229.0,24,2025-12-31,2026-01-24,True,True,True,2026-01-29
908,416.0,30,2025-06-21,2025-07-12,True,False,True,2025-07-15
909,185.0,11,2025-10-14,,False,False,False,
910,131.0,5,2025-11-18,2025-12-01,True,False,True,2025-12-02
911,175.0,19,2024-09-05,2024-09-08,True,True,False,
912,195.0,25,2024-12-30,2025-01-07,True,True,False,
913,191.0,30,2025-08-09,2025-08-23,True,False,False,
914,424.0,35,2025-08-04,,False,False,False,
915,28.0,40,2024-07-11,2024-07-20,True,False,False,
916,177.0,28,2024-09-18,2024-10-09,True,False,True,2024-10-22
917,53.0,5,2025-10-10,,False,False,False,
918,368.0,6,2025-01-07,,False,True,False,
919,498.0,35,2025-05-18,,False,False,False,
920,196.0,14,2025-09-23,,False,True,False,
921,64.0,36,2025-12-12,,False,True,False,
922,16.0,28,2025-04-02,2025-04-18,True,False,True,2025-05-01
923,310.0,5,2024-06-24,2024-07-05,True,False,False,
924,299.0,1,2025-07-24,2025-08-10,True,False,False,
925,162.0,16,2025-01-27,2025-02-02,True,True,False,
926,315.0,13,2025-12-03,,False,True,False,
927,123.0,33,2024-11-12,,False,True,False,
928,301.0,17,2025-08-17,,False,False,False,
929,305.0,37,2025-01-26,,False,True,False,
930,118.0,24,2025-07-26,,False,False,False,
931,312.0,38,2025-11-11,,False,True,False,
932,52.0,12,2025-04-14,,False,True,False,
933,418.0,40,2025-11-30,,False,True,False,
934,350.0,38,2025-11-13,,False,True,False,
935,104.0,35,2025-12-24,,False,False,False,
936,171.0,33,2025-08-18,2025-08-25,True,True,False,
937,321.0,1,2025-11-19,2025-12-10,True,False,True,2025-12-21
938,460.0,2,2025-04-29,,False,True,False,
939,312.0,22,2025-08-29,2025-09-05,True,True,True,2025-09-07
940,401.0,40,2025-03-09,2025-04-07,True,False,True,2025-04-20
941,22.0,18,2025-06-20,2025-06-29,True,False,False,
942,104.0,19,2025-11-15,2025-12-12,True,False,False,
943,119.0,7,2025-10-09,2025-10-18,True,False,False,
944,230.0,18,2025-12-14,,False,True,False,
945,358.0,15,2024-11-25,2024-12-18,True,False,False,
946,285.0,28,2024-07-08,,False,False,False,
947,361.0,6,2025-11-20,2025-12-10,True,False,False,
948,60.0,23,2025-08-04,2025-08-11,True,True,True,2025-08-13
949,307.0,19,2025-11-09,2025-11-25,True,False,False,
950,38.0,15,2025-09-27,2025-10-21,True,False,True,2025-10-22
951,94.0,8,2025-07-31,2025-08-24,True,True,False,
952,210.0,36,2025-08-02,2025-08-09,True,False,False,
953,69.0,17,2024-10-03,2024-10-10,True,False,False,
954,318.0,30,2024-04-29,2024-05-24,True,True,True,2024-05-26
955,183.0,18,2025-10-12,,False,False,False,
956,384.0,23,2025-05-21,2025-05-27,True,False,False,
957,158.0,10,2024-11-17,,False,False,False,
958,383.0,24,2024-05-13,2024-05-20,True,False,False,
959,340.0,1,2025-07-24,2025-08-19,True,True,False,
960,213.0,39,2025-02-21,2025-03-06,True,True,True,2025-03-16
961,111.0,30,2025-12-16,2026-01-06,True,True,False,
962,238.0,26,2025-11-09,,False,False,False,
963,123.0,37,2025-09-26,,False,True,False,
964,215.0,23,2024-06-02,,False,True,False,
965,391.0,31,2024-09-12,2024-09-28,True,False,True,2024-10-10
966,310.0,17,2025-03-24,,False,False,False,
967,205.0,20,2025-09-07,2025-09-12,True,True,True,2025-09-21
968,363.0,18,2025-11-19,2025-12-14,True,False,False,
969,435.0,38,2025-12-03,2025-12-15,True,True,False,
970,94.0,24,2025-08-24,,False,True,False,
971,365.0,23,2025-06-04,,False,True,False,
972,488.0,26,2024-11-20,,False,True,False,
973,414.0,33,2025-11-07,,False,False,False,
974,301.0,35,2025-12-17,2026-01-05,True,False,False,
975,370.0,25,2024-12-23,2024-12-31,True,False,False,
976,274.0,35,2025-12-09,,False,False,False,
977,323.0,27,2025-07-30,2025-08-27,True,False,True,2025-08-28
978,492.0,1,2025-12-03,,False,False,False,
979,19.0,3,2025-09-28,2025-10-02,True,False,False,
980,79.0,20,2025-06-16,2025-07-06,True,False,False,
981,160.0,39,2025-12-11,,False,False,False,
982,483.0,35,2024-12-03,,False,True,False,
983,438.0,24,2025-10-16,,False,True,False,
984,325.0,6,2024-12-25,,False,False,False,
985,335.0,12,2025-12-24,,False,True,False,
986,376.0,19,2025-12-01,2025-12-24,True,False,False,
987,73.0,31,2025-07-03,,False,True,False,
988,189.0,30,2025-10-04,2025-10-16,True,False,False,
989,94.0,15,2025-11-21,,False,False,False,
990,494.0,4,2025-11-11,2025-11-25,True,True,False,
991,254.0,8,2025-10-20,2025-11-01,True,False,False,
992,189.0,12,2025-09-10,,False,False,False,
993,162.0,7,2025-11-18,2025-11-29,True,False,False,
994,457.0,16,2025-01-15,,False,False,False,
995,431.0,5,2025-07-28,2025-08-26,True,False,False,
996,482.0,10,2025-12-17,,False,False,False,
997,297.0,36,2025-03-24,2025-04-08,True,False,False,
998,202.0,5,2025-10-03,,False,True,False,
999,61.0,1,2024-04-24,,False,True,False,
1000,152.0,2,2025-08-24,2025-09-11,True,True,False,
1001,222.0,22,2025-09-25,2025-10-22,True,True,False,
1002,396.0,13,2025-09-29,2025-10-23,True,True,False,
1003,180.0,25,2025-10-05,2025-10-18,True,False,False,
1004,105.0,35,2025-09-16,,False,True,False,
1005,173.0,35,2025-01-05,,False,False,False,
1006,484.0,8,2025-01-21,,False,False,False,
1007,398.0,7,2025-02-08,,False,True,False,
1008,85.0,3,2025-12-21,,False,True,False,
1009,342.0,37,2025-11-29,,False,True,False,
1010,483.0,38,2024-08-02,,False,False,False,
1011,147.0,16,2025-12-23,,False,True,False,
1012,432.0,10,2024-10-24,2024-10-30,True,True,False,
1013,27.0,13,2025-10-25,2025-11-09,True,True,False,
1014,466.0,30,2025-06-30,2025-07-15,True,True,True,2025-07-26
1015,125.0,12,2025-02-19,,False,True,False,
